customer_id,trans_date
CS7985,24-Feb-12
CS8325,17-Dec-11
CS7234,11-Nov-14
CS7612,10-Sep-13
CS7909,22-Mar-13
CS8314,02-Feb-13
CS7907,16-Aug-11
CS7424,06-Mar-13
CS8180,02-Aug-11
CS7273,13-Nov-13
CS8273,26-Jan-13
CS7814,11-Jul-12
CS7738,16-May-13
CS7404,19-Oct-12
CS8284,19-Nov-11
CS8325,22-Sep-14
CS7792,01-Mar-14
CS8228,29-Oct-14
CS8933,17-Jun-12
CS8787,26-Jan-15
CS8320,28-Nov-14
CS8187,05-Jul-14
CS7496,09-Dec-11
CS8862,31-Dec-13
CS8174,10-Dec-11
CS8593,13-Jun-12
CS7751,18-Feb-13
CS8845,13-Jul-12
CS7149,06-May-13
CS7672,10-Oct-11
CS8850,30-Mar-12
CS7251,06-Jun-13
CS7580,15-Jan-13
CS7683,14-Dec-12
CS7303,11-Jun-13
CS8412,17-Sep-14
CS8569,21-Jun-12
CS8231,29-Jul-11
CS8485,15-Aug-14
CS8219,08-Nov-12
CS8495,06-Aug-14
CS7875,22-Mar-13
CS8135,01-May-12
CS7638,08-Apr-12
CS7396,11-Oct-14
CS8400,18-Sep-11
CS8884,21-Dec-11
CS8450,12-May-14
CS7971,16-Jan-12
CS7718,03-Dec-13
CS8638,11-Feb-15
CS7485,11-May-12
CS7537,02-Jun-13
CS7846,30-Sep-14
CS8938,13-Jan-12
CS7533,20-Jul-13
CS7401,24-Sep-13
CS7500,07-May-14
CS7722,25-Oct-12
CS8845,21-Aug-13
CS7374,19-Feb-12
CS7741,22-Oct-11
CS7890,20-Jul-12
CS8814,18-Sep-11
CS7928,09-Jan-12
CS7634,10-Feb-13
CS8622,18-Jan-14
CS7982,12-Aug-14
CS8382,14-Apr-14
CS7268,07-Feb-13
CS7305,26-Dec-13
CS7584,15-Aug-11
CS7457,04-Nov-12
CS7316,10-Nov-14
CS8647,17-Feb-15
CS8369,05-Feb-12
CS8392,06-Oct-12
CS7367,18-May-13
CS7794,05-Sep-12
CS7905,19-Sep-11
CS7795,02-Sep-14
CS7347,18-May-11
CS8556,03-Mar-15
CS8426,20-Jul-12
CS8940,06-Jun-11
CS8749,26-Jan-14
CS7278,12-Nov-11
CS8511,26-Dec-14
CS7191,10-Sep-13
CS8905,03-Dec-13
CS7774,13-Jan-13
CS8695,09-Nov-14
CS8628,12-Feb-12
CS8067,07-Jan-13
CS7720,04-Oct-12
CS7368,25-Oct-14
CS7172,13-Oct-13
CS8436,10-May-13
CS7674,10-Aug-12
CS7721,04-Jan-12
CS7420,23-Mar-12
CS7379,07-Oct-13
CS8313,13-Dec-11
CS7939,13-Jun-13
CS7725,21-Feb-13
CS8146,09-Apr-12
CS8123,06-Oct-14
CS8731,16-Sep-14
CS8473,24-Feb-14
CS7327,17-Apr-14
CS7888,17-May-13
CS8226,14-Sep-12
CS7234,03-Oct-12
CS7421,17-Nov-13
CS7405,28-Nov-14
CS8809,25-May-13
CS7230,22-Oct-11
CS7294,01-Sep-12
CS8510,17-Jul-14
CS8525,01-Nov-13
CS7167,03-Aug-13
CS7534,27-Oct-11
CS8566,06-Feb-13
CS7473,25-Mar-12
CS8772,27-Feb-12
CS8677,13-Sep-11
CS8428,17-Mar-12
CS8056,26-Apr-12
CS7449,01-Jul-13
CS7127,28-Dec-11
CS8122,25-Jun-14
CS8510,28-Jul-13
CS7637,20-Oct-11
CS8014,12-Oct-12
CS8460,02-Sep-12
CS7865,21-Dec-11
CS7332,22-Aug-11
CS7731,09-Apr-12
CS7162,23-May-11
CS8053,18-Feb-13
CS8145,07-Dec-11
CS8855,28-Sep-11
CS7711,17-Feb-12
CS7759,20-Dec-13
CS8870,20-Jun-13
CS7414,03-Jul-14
CS8340,11-Sep-14
CS7363,13-Dec-11
CS7866,08-Dec-12
CS8893,05-Dec-13
CS8538,22-Aug-13
CS8977,30-Jul-13
CS7843,06-Sep-13
CS8797,25-Jun-11
CS7562,09-Sep-13
CS7676,18-Jun-13
CS7869,15-Nov-12
CS7327,01-Jul-12
CS8650,27-Nov-11
CS7603,15-Jul-11
CS8906,01-Aug-13
CS7494,24-Jun-14
CS8506,24-Mar-12
CS7885,06-Aug-12
CS7559,16-Dec-13
CS8874,20-Sep-14
CS8265,23-Jul-14
CS7819,24-Jan-12
CS8000,13-Oct-11
CS7753,15-May-13
CS7549,12-Apr-12
CS8680,10-Aug-11
CS8357,02-Jul-12
CS8263,26-Dec-12
CS8624,27-Jan-14
CS8786,14-Jun-12
CS7379,13-Jan-12
CS7446,15-Sep-13
CS8756,10-Mar-12
CS7254,26-Feb-12
CS7420,02-Nov-13
CS7483,22-Dec-12
CS8938,07-May-13
CS7223,16-Jan-12
CS8857,12-Dec-12
CS8374,13-Jan-14
CS8123,12-May-13
CS8918,07-Jan-12
CS8871,11-Aug-12
CS7838,01-Jun-11
CS7250,12-Aug-13
CS7375,11-Jun-12
CS8955,27-Jan-15
CS8857,14-Dec-12
CS7284,13-Feb-14
CS7194,02-Sep-13
CS8624,05-Sep-13
CS8811,08-Jan-12
CS8035,21-Dec-14
CS7355,31-Dec-12
CS7859,09-May-14
CS7347,03-Nov-12
CS7614,14-Feb-12
CS7928,30-Apr-14
CS7905,17-Jun-12
CS8145,22-Sep-14
CS7953,27-Oct-14
CS8219,14-Feb-15
CS8655,18-Dec-12
CS8996,26-Dec-11
CS8629,12-Oct-13
CS8416,18-May-13
CS7540,09-Jul-14
CS8697,26-May-12
CS7508,22-Jan-13
CS7596,08-Jul-14
CS8625,11-Jul-11
CS8683,01-Dec-12
CS8195,22-May-14
CS8254,07-Mar-14
CS8673,18-Jul-14
CS7209,10-Sep-11
CS8003,20-Jul-12
CS8987,24-Jan-12
CS7167,03-Mar-12
CS7930,05-Jun-11
CS7426,25-Dec-12
CS7992,03-Oct-12
CS7120,12-Dec-13
CS7318,14-Sep-11
CS7133,13-Nov-12
CS8013,17-Sep-11
CS7215,30-Aug-13
CS8829,22-Dec-11
CS7730,17-Feb-13
CS7746,13-Sep-11
CS7517,10-Jan-12
CS8931,27-Mar-13
CS7161,25-Apr-13
CS8389,06-Dec-14
CS8007,18-Mar-13
CS7969,26-Mar-12
CS8845,02-Jan-15
CS8834,31-Mar-14
CS8639,15-Oct-11
CS8270,22-Mar-13
CS7502,26-Dec-11
CS7459,19-Sep-12
CS7337,14-Nov-12
CS7497,02-Jan-13
CS8192,22-Apr-12
CS8813,02-Dec-14
CS8839,18-Aug-14
CS8989,21-Oct-12
CS8980,15-Apr-13
CS8414,18-May-11
CS7647,06-Mar-12
CS7259,19-Jul-13
CS7687,04-Sep-13
CS7175,20-Jan-13
CS7544,20-Nov-13
CS8247,15-Mar-14
CS7842,08-Jul-11
CS7425,05-Jul-13
CS8981,14-Aug-11
CS7966,02-Feb-13
CS8137,25-Feb-15
CS7416,13-Nov-13
CS7261,29-Jun-13
CS7495,26-Feb-15
CS8727,17-Jan-15
CS8022,17-Sep-13
CS7808,16-Dec-14
CS8022,22-Jan-15
CS7230,14-Oct-11
CS7123,24-Oct-11
CS8904,22-Jan-13
CS7475,24-May-11
CS7299,06-Dec-14
CS7261,05-Nov-12
CS7864,22-Oct-14
CS8425,31-Dec-14
CS7681,04-Sep-11
CS7746,29-Jul-12
CS7468,08-Sep-11
CS7807,18-Nov-11
CS8646,19-Aug-13
CS7957,06-Dec-13
CS8466,16-Apr-12
CS7397,01-Oct-14
CS7423,20-Dec-14
CS8893,28-Oct-14
CS7728,02-Oct-13
CS8247,30-Oct-13
CS7894,01-Mar-12
CS7272,23-Oct-12
CS8024,07-Aug-14
CS8260,28-Jan-13
CS8062,21-Nov-13
CS7440,20-Sep-11
CS8599,12-Nov-11
CS8025,01-May-14
CS8721,04-Jan-14
CS8574,05-Dec-11
CS8601,11-Jul-13
CS7151,18-Dec-14
CS7270,21-Feb-12
CS7655,21-Jun-11
CS8219,03-Jun-14
CS8710,19-Mar-12
CS8068,23-Jan-15
CS8119,31-Mar-13
CS7567,25-Mar-14
CS8092,06-Nov-13
CS8545,12-Apr-13
CS8780,07-May-12
CS7645,10-Jun-11
CS7817,20-Jul-11
CS7850,07-Jan-14
CS7274,17-Feb-15
CS8082,24-Dec-11
CS8472,26-May-11
CS8846,02-Jan-13
CS8359,07-Feb-14
CS7923,27-Jun-13
CS8419,02-Oct-12
CS7300,27-May-14
CS7123,26-May-11
CS7454,23-Jun-14
CS8820,30-Nov-13
CS7634,03-Aug-14
CS7948,05-Aug-14
CS7561,20-Jan-12
CS7717,18-Feb-12
CS7701,23-Dec-11
CS8911,12-Jul-14
CS7900,10-Dec-12
CS8452,12-Oct-13
CS7781,28-Jun-11
CS7828,30-Jan-14
CS7189,23-Feb-13
CS7695,04-Nov-14
CS7958,31-May-14
CS8860,19-Aug-11
CS7239,10-Feb-14
CS7823,09-Jan-13
CS8662,29-Sep-13
CS7751,27-Oct-14
CS8526,04-Apr-12
CS8162,18-Feb-12
CS8729,25-Jul-13
CS8955,23-Nov-11
CS8780,23-Jul-12
CS7571,06-Nov-12
CS7506,10-Jul-11
CS7929,12-Jun-11
CS7798,27-Apr-14
CS7984,04-Feb-14
CS8748,06-Nov-12
CS7961,07-Jun-12
CS8342,15-Mar-14
CS7758,07-Feb-12
CS8973,28-Mar-13
CS7633,17-Apr-13
CS7281,28-Apr-14
CS8747,07-Nov-12
CS7630,29-May-13
CS8764,04-Jun-13
CS8204,23-Apr-13
CS7130,13-Mar-15
CS8177,10-Sep-12
CS7380,12-Jul-12
CS7469,07-Mar-15
CS8606,12-Jul-13
CS8313,06-Mar-15
CS7764,07-Nov-14
CS8713,19-Feb-15
CS7696,08-Sep-13
CS8363,09-Apr-13
CS7299,30-Nov-13
CS7205,25-Nov-14
CS8434,19-Nov-11
CS7317,25-May-12
CS8037,17-Nov-13
CS8398,20-Mar-12
CS7216,28-May-11
CS8087,23-Feb-15
CS7698,23-Feb-13
CS8536,30-Jan-14
CS7624,28-Sep-13
CS7791,27-Jan-13
CS8380,11-Nov-12
CS7863,26-Jul-14
CS8392,24-Jan-14
CS7140,23-Feb-13
CS7709,08-Oct-14
CS7359,26-Oct-12
CS7685,16-Apr-13
CS7279,08-Nov-11
CS7476,12-Aug-12
CS7762,11-May-12
CS7134,17-Dec-11
CS8340,22-Feb-12
CS8776,11-Sep-14
CS8907,03-Dec-14
CS8725,23-Apr-13
CS7383,16-Dec-12
CS7884,15-Jan-14
CS7373,11-Oct-14
CS7180,03-Nov-14
CS8229,31-May-13
CS8891,24-Mar-12
CS7943,31-Oct-11
CS8470,12-Sep-11
CS8906,17-Jan-14
CS7369,04-Jul-13
CS7842,31-Jan-15
CS8155,13-Sep-11
CS7185,21-Aug-11
CS7179,15-Jul-14
CS8564,19-Jan-15
CS8191,02-Feb-14
CS7669,29-Oct-12
CS8918,07-Mar-15
CS7688,21-Apr-12
CS7268,15-Mar-13
CS7223,19-Sep-12
CS8295,20-Aug-13
CS8623,13-Jul-11
CS7116,05-Apr-12
CS7929,24-Dec-11
CS7389,04-Dec-11
CS7316,30-Jul-12
CS7407,14-Feb-12
CS7514,27-Aug-11
CS7847,23-May-13
CS8702,15-Jun-14
CS8241,17-Sep-14
CS7624,27-Jun-11
CS8730,01-Apr-14
CS8861,10-Aug-12
CS8016,10-Oct-12
CS7164,17-Jan-13
CS8823,27-Jun-13
CS7473,18-Jun-12
CS7510,10-Jun-11
CS7964,16-Jan-14
CS7695,18-Mar-12
CS7710,13-Nov-11
CS8563,18-Jun-13
CS8365,07-Oct-11
CS8379,14-Jan-12
CS7776,25-Jun-13
CS7375,19-Feb-12
CS8541,02-Aug-13
CS7639,25-Sep-13
CS8163,14-Feb-13
CS7944,19-Nov-12
CS7793,02-Jun-13
CS7227,07-Sep-13
CS8226,27-Dec-13
CS8808,25-Jul-13
CS8969,01-Jan-13
CS7554,21-Jun-11
CS8172,28-Feb-12
CS8527,19-Apr-13
CS8116,14-Mar-14
CS8887,26-Jul-12
CS8637,15-Apr-12
CS8615,13-Oct-12
CS7938,18-Oct-11
CS8434,03-Jul-14
CS8437,04-Jan-12
CS8159,29-Aug-14
CS8086,23-Nov-13
CS7994,28-Apr-12
CS7846,31-Mar-13
CS7188,08-Aug-13
CS7322,24-Jun-13
CS8078,20-Oct-11
CS7522,24-May-11
CS8886,05-Aug-14
CS7779,17-Jun-11
CS7353,14-Feb-14
CS8361,31-Jul-11
CS7753,05-Aug-11
CS7294,14-Oct-12
CS7328,24-May-14
CS7441,19-Dec-13
CS7153,13-Jun-11
CS7946,12-Oct-12
CS7481,03-Aug-11
CS8972,19-Jul-12
CS7409,07-Dec-14
CS7313,02-Oct-12
CS7942,14-May-14
CS7998,19-Nov-13
CS8726,25-Oct-13
CS7119,12-Nov-14
CS7730,22-Jun-12
CS8893,16-Sep-12
CS7524,10-Mar-13
CS7502,18-Jun-13
CS8917,22-Feb-15
CS7500,28-Jul-14
CS7382,06-Mar-13
CS8837,28-Dec-13
CS8624,13-Jul-14
CS8312,30-Oct-12
CS8385,08-Oct-14
CS7937,11-Nov-12
CS8692,10-Feb-15
CS8500,14-Aug-14
CS7681,01-Oct-11
CS8327,30-Nov-14
CS8791,02-Mar-15
CS8917,20-Sep-12
CS7741,27-Apr-12
CS8450,19-Feb-13
CS8001,18-Jan-12
CS8528,14-Jan-12
CS8282,10-Aug-13
CS7957,09-Nov-14
CS8634,29-Jan-14
CS8316,26-Sep-11
CS7428,01-Apr-14
CS8886,03-Jul-14
CS8050,26-Aug-14
CS7615,11-Dec-12
CS8589,30-Apr-14
CS8778,05-Dec-12
CS7248,13-Feb-14
CS8210,03-Aug-11
CS7542,25-Aug-11
CS7226,14-Mar-14
CS8055,27-Nov-12
CS7661,17-Feb-15
CS7401,06-Mar-13
CS7752,04-Apr-12
CS8729,05-Oct-13
CS7413,03-Sep-12
CS7587,13-Apr-14
CS8318,22-Jul-14
CS8403,25-Feb-13
CS8348,28-May-12
CS8426,10-Oct-13
CS8944,15-Oct-11
CS8712,08-Oct-12
CS7601,31-Jul-11
CS8880,16-Apr-12
CS8976,23-Jul-14
CS7471,23-Jul-11
CS7276,17-Feb-15
CS8546,03-Feb-15
CS7687,17-May-14
CS8371,09-Apr-13
CS7956,22-Feb-13
CS7162,30-Nov-12
CS8079,29-Mar-14
CS8786,31-Oct-13
CS7415,08-Nov-13
CS8865,27-May-12
CS7970,24-Apr-14
CS8154,19-Nov-12
CS8351,06-Mar-14
CS8655,09-May-13
CS8977,13-Apr-13
CS7218,10-Sep-13
CS7719,03-Apr-14
CS7545,28-Feb-14
CS8790,04-Apr-12
CS7538,04-Feb-13
CS7406,17-Apr-13
CS8489,23-Jun-14
CS7121,16-Dec-12
CS8128,19-Sep-12
CS8429,24-Jul-13
CS7580,04-Jan-14
CS7847,28-Sep-13
CS7822,29-Jan-12
CS8102,09-Jul-14
CS7950,06-Feb-15
CS7189,23-May-12
CS7919,15-Apr-13
CS8309,14-Jan-14
CS8195,19-Apr-13
CS8241,19-Jul-13
CS8569,16-Aug-12
CS8874,04-Jul-13
CS7472,09-Sep-14
CS7391,05-Oct-14
CS8776,06-Oct-14
CS7377,14-Dec-12
CS8253,02-Mar-13
CS8913,26-Dec-12
CS7659,29-Oct-13
CS8161,01-Aug-14
CS7945,14-Dec-14
CS8914,19-Aug-13
CS8288,28-May-14
CS8482,31-May-13
CS8094,05-May-13
CS7404,21-Mar-12
CS7900,20-Mar-12
CS7455,11-Jul-13
CS8167,21-Aug-13
CS8454,09-May-13
CS8589,23-Jan-15
CS8823,23-May-11
CS8589,04-Feb-14
CS7372,23-Nov-13
CS8542,01-Jan-14
CS7748,18-Dec-12
CS8163,25-Mar-13
CS7988,17-Oct-12
CS7542,24-Jun-11
CS7816,18-Jun-13
CS8689,19-Jan-15
CS7144,30-Jan-13
CS8024,30-Oct-11
CS7894,20-Aug-11
CS8109,03-Jul-13
CS8288,06-Jan-14
CS7752,21-Oct-13
CS8688,12-Oct-13
CS8942,18-Jan-13
CS8119,21-Oct-14
CS7851,21-Nov-13
CS8071,20-Apr-14
CS7408,18-Jul-14
CS7368,05-Jun-14
CS7304,27-Dec-14
CS8070,27-May-12
CS7673,13-May-13
CS7175,17-May-11
CS8540,30-Oct-11
CS7587,15-May-14
CS8675,30-Oct-11
CS8497,01-Jan-14
CS7512,18-Jul-13
CS8761,03-Mar-14
CS7287,07-Jun-13
CS8541,05-Oct-14
CS8872,25-Jul-14
CS8809,03-Dec-14
CS8448,03-Jan-14
CS7847,29-Nov-12
CS8925,20-Apr-14
CS7397,24-Aug-14
CS7516,24-Sep-14
CS8215,05-Feb-12
CS7611,11-Nov-12
CS8052,26-Apr-14
CS7492,05-Apr-13
CS8653,13-Sep-13
CS8160,15-Nov-11
CS7164,09-Feb-14
CS8311,04-May-12
CS7731,10-Sep-12
CS8044,02-Aug-14
CS7255,29-Dec-14
CS8196,28-Dec-12
CS8332,12-Sep-11
CS8130,04-Nov-12
CS7284,30-Sep-13
CS8403,04-Dec-14
CS8527,05-Oct-13
CS7996,27-Jul-14
CS8378,08-Dec-13
CS8620,12-Sep-13
CS7707,08-May-14
CS7635,21-May-13
CS8294,14-Jun-11
CS7513,10-Jul-13
CS8675,30-Sep-14
CS8310,18-Jul-13
CS8819,30-Apr-13
CS7478,25-May-11
CS7963,23-May-12
CS7371,04-Jun-14
CS8938,14-Nov-12
CS7747,24-Aug-11
CS8634,13-Apr-14
CS8661,31-Aug-13
CS8015,03-Jan-13
CS8586,05-Jan-13
CS7438,15-Jun-13
CS8597,25-Oct-12
CS8524,23-Apr-14
CS8898,18-May-11
CS8237,17-Aug-13
CS8858,10-Nov-11
CS8210,28-Oct-11
CS8881,10-Jun-13
CS8575,25-Jul-14
CS8594,10-Nov-12
CS8687,25-Aug-12
CS7255,12-Sep-13
CS8690,13-Jun-11
CS8939,13-Aug-12
CS8636,24-Oct-13
CS8330,28-Oct-13
CS8035,05-Sep-14
CS8780,09-Feb-15
CS8862,31-Jul-11
CS7444,12-Dec-12
CS7923,29-Jul-13
CS7145,07-Apr-14
CS8876,27-Jun-12
CS8588,26-Nov-13
CS7721,29-Oct-14
CS8013,27-May-13
CS8770,29-May-12
CS7512,18-Jun-13
CS7303,29-Jul-13
CS8207,11-Dec-12
CS7356,08-Jun-12
CS8651,11-Sep-13
CS7751,03-Aug-14
CS7194,10-Nov-11
CS8821,03-Oct-11
CS8920,06-Sep-12
CS8494,21-Jun-13
CS7126,29-Dec-12
CS8696,10-Apr-14
CS7124,10-Aug-11
CS8531,02-Feb-14
CS8372,04-Oct-13
CS7255,10-Apr-14
CS8397,16-Jun-12
CS8445,18-Oct-11
CS7907,31-Jan-14
CS8901,29-Jun-12
CS7867,06-May-13
CS7408,01-Dec-13
CS8191,19-Aug-12
CS8916,10-Sep-14
CS7136,28-Sep-14
CS7360,24-Jun-14
CS7353,01-Jun-14
CS7593,16-Apr-13
CS8529,05-Jul-13
CS8348,05-Oct-14
CS7442,14-Oct-12
CS8012,20-Mar-12
CS8723,14-Feb-12
CS8804,24-Jun-13
CS7566,03-Oct-13
CS7961,09-Aug-14
CS8364,24-Jan-15
CS8598,18-Feb-13
CS7273,17-Jun-13
CS8334,12-Aug-11
CS7738,18-Apr-14
CS7673,29-Sep-11
CS7650,17-Sep-12
CS8975,15-May-14
CS8881,19-Sep-14
CS8783,03-Jan-13
CS8369,25-Nov-13
CS7682,23-Sep-14
CS8344,13-Oct-11
CS7207,17-Feb-12
CS7758,22-Jul-12
CS8340,17-Sep-13
CS8202,21-Jan-14
CS8982,17-Sep-14
CS8901,22-Oct-12
CS8787,25-Aug-11
CS8914,26-Apr-12
CS7528,13-Feb-12
CS7253,29-Oct-11
CS7264,27-Oct-12
CS7875,17-Sep-12
CS8573,01-Jun-13
CS8390,02-Jul-13
CS8831,10-Jul-14
CS7392,22-Aug-11
CS7637,11-Mar-13
CS7147,20-Dec-14
CS8123,23-Aug-11
CS7865,27-Jan-12
CS7597,06-Jun-11
CS8241,27-Feb-13
CS7449,19-Jun-14
CS8921,29-Jun-13
CS7806,08-Jun-13
CS8165,12-Aug-12
CS8932,01-Jul-11
CS7324,18-Jan-14
CS7750,01-Sep-12
CS8233,15-Apr-13
CS8504,26-Oct-13
CS7921,17-Nov-13
CS8835,23-Jan-13
CS8309,17-Jul-13
CS7761,25-Jan-13
CS7580,18-Jun-12
CS7679,09-Mar-15
CS8214,06-Jan-15
CS8582,25-Nov-14
CS8830,11-Jun-13
CS8519,16-Nov-14
CS7247,16-Mar-12
CS8683,30-Jan-15
CS8654,03-Oct-13
CS7505,23-Jan-15
CS8371,04-Jul-12
CS7777,19-Oct-14
CS8312,03-Jul-11
CS8789,26-Jan-14
CS8364,27-Oct-13
CS8037,31-Mar-12
CS8739,06-Jul-14
CS8742,15-Oct-13
CS8753,02-Dec-11
CS8970,01-Jun-11
CS8229,03-Mar-14
CS8126,13-Feb-15
CS7750,29-Nov-13
CS8458,20-Nov-14
CS7378,25-Aug-13
CS7887,17-Apr-12
CS8866,07-Mar-12
CS7923,24-May-13
CS8461,09-Jul-11
CS8031,13-Jan-15
CS8511,01-Nov-13
CS8873,28-Jul-12
CS8512,08-Nov-12
CS7434,23-May-11
CS8387,03-Jul-11
CS8958,30-Nov-14
CS7926,17-Jul-12
CS8573,15-Nov-12
CS8900,15-Aug-13
CS7853,24-Sep-14
CS8071,18-Feb-13
CS7567,23-Jun-13
CS7150,17-Dec-14
CS8324,06-Dec-11
CS7759,08-Sep-13
CS8273,26-Oct-13
CS8140,13-Jul-13
CS7924,06-Jul-13
CS7507,18-May-11
CS7324,11-Oct-12
CS7870,20-Apr-12
CS8481,05-Oct-14
CS8369,01-Jan-13
CS8494,09-Mar-13
CS8055,21-Jan-15
CS7670,18-Feb-12
CS7523,02-Jul-11
CS7661,27-Jun-13
CS7589,30-Nov-13
CS8726,03-Oct-13
CS8218,10-Jan-14
CS8501,27-Dec-13
CS7585,05-Feb-14
CS8239,26-Feb-12
CS7837,21-Mar-14
CS7944,27-Apr-14
CS7555,24-Dec-13
CS8778,20-Dec-14
CS8098,13-Sep-12
CS8267,25-Jun-14
CS8657,01-Dec-12
CS7487,14-Oct-12
CS8685,12-Feb-14
CS7191,04-Jun-11
CS8914,20-Nov-14
CS7310,11-May-14
CS8992,07-Sep-13
CS8195,08-Aug-13
CS8747,02-May-14
CS8149,14-Apr-13
CS8717,19-Sep-14
CS7694,11-Dec-13
CS8825,29-Aug-12
CS7148,21-Feb-13
CS7454,11-Jun-11
CS8425,15-Oct-12
CS8436,19-Jun-12
CS8606,09-Aug-12
CS8083,27-Sep-13
CS7771,14-Apr-12
CS7202,06-Oct-13
CS8273,02-Mar-14
CS7268,22-May-14
CS8523,13-Dec-14
CS7186,03-May-12
CS8948,02-Sep-14
CS7469,13-Aug-13
CS8818,09-Jul-14
CS8732,17-Dec-14
CS7115,03-Sep-11
CS8460,21-Dec-11
CS7817,27-Mar-13
CS7516,02-Apr-14
CS8723,03-Jul-11
CS7704,06-Oct-11
CS7470,07-Jun-14
CS8920,07-Nov-12
CS8978,21-Jul-13
CS8553,25-May-11
CS8828,17-Jan-15
CS7600,05-Jul-12
CS8590,22-Apr-12
CS8590,01-Feb-14
CS7819,16-May-12
CS7901,18-Aug-13
CS7212,01-Dec-13
CS8308,21-Dec-13
CS7366,03-Dec-14
CS7735,21-Jul-11
CS7629,29-Apr-12
CS7660,20-Jun-13
CS7731,19-Sep-13
CS7988,15-Sep-12
CS8377,04-Apr-14
CS8466,26-Jan-12
CS8848,11-Sep-12
CS7307,27-Mar-13
CS7969,19-Dec-11
CS8735,26-Sep-13
CS8690,20-Dec-11
CS8393,20-Nov-14
CS7652,29-May-12
CS7438,21-Dec-11
CS8734,18-May-11
CS8750,22-Aug-13
CS8045,28-Jul-12
CS8402,15-Feb-14
CS8402,23-Dec-14
CS7624,23-May-14
CS7408,08-Sep-13
CS7388,16-Mar-13
CS7645,25-Oct-11
CS7695,02-Feb-14
CS8813,11-Jul-14
CS7459,30-Nov-13
CS8218,25-Feb-13
CS8783,04-Jul-13
CS8500,06-May-12
CS8469,10-Oct-12
CS7476,07-Aug-11
CS7632,06-Oct-14
CS8590,12-May-14
CS8657,23-Aug-14
CS7991,25-Apr-13
CS7313,07-Feb-14
CS8158,11-Oct-11
CS8816,12-Feb-14
CS8664,30-Mar-13
CS7145,03-Jun-11
CS7262,29-Apr-14
CS7355,31-Oct-11
CS8277,23-Nov-13
CS8064,30-Dec-11
CS7612,14-May-13
CS7513,13-Jun-12
CS8669,19-Apr-12
CS7870,27-May-14
CS7334,06-Feb-12
CS7185,25-May-13
CS8381,27-Mar-12
CS8658,15-Oct-13
CS7230,13-Apr-12
CS7507,29-Aug-11
CS7221,14-Aug-11
CS7172,01-Jan-13
CS8875,08-Sep-12
CS8044,14-Sep-13
CS8187,21-May-11
CS7460,19-Nov-11
CS8316,20-Oct-14
CS8082,12-Sep-13
CS7641,01-Oct-14
CS8166,10-Feb-12
CS7302,25-Oct-11
CS7332,04-Sep-13
CS7339,13-Jul-14
CS7365,27-Jan-13
CS8856,19-Mar-12
CS8621,17-Jan-14
CS8561,27-Jul-11
CS7215,29-Feb-12
CS7522,31-Jan-12
CS7548,27-Jun-14
CS7587,23-Dec-14
CS8958,12-Sep-11
CS8450,29-Oct-13
CS7754,09-Aug-13
CS7692,29-May-13
CS7270,05-Jul-12
CS7515,30-Jan-14
CS7657,07-Apr-14
CS8951,30-Jan-13
CS7952,15-Aug-13
CS7230,12-Jun-12
CS7197,19-Nov-13
CS7705,14-Nov-13
CS8095,20-Apr-12
CS7907,26-Jan-14
CS7515,18-May-11
CS7683,05-Jun-12
CS7785,10-Apr-12
CS8392,29-Oct-13
CS8102,22-Jun-14
CS7275,31-Dec-11
CS8019,12-Aug-12
CS8400,11-Aug-11
CS7654,13-Feb-14
CS7555,13-Jan-15
CS8621,04-Oct-12
CS8441,22-Jun-13
CS8285,05-Sep-13
CS8606,08-Apr-12
CS7384,04-Mar-15
CS7480,18-Sep-13
CS8899,13-Apr-14
CS7849,15-Oct-14
CS7728,27-Dec-11
CS8569,26-Jun-11
CS8194,28-Nov-12
CS8145,19-Jul-13
CS8686,19-Jun-14
CS8121,13-Jun-11
CS8329,29-Jul-13
CS8317,20-Feb-15
CS7168,24-Nov-12
CS8928,03-Feb-14
CS7322,07-Jun-12
CS7352,14-Jul-14
CS7853,08-Jul-13
CS7635,23-Nov-11
CS8593,16-Nov-14
CS7666,06-Jan-15
CS7226,25-Jan-13
CS8241,04-Aug-13
CS7300,01-Jun-14
CS8855,22-Oct-13
CS7626,27-Apr-12
CS8350,05-Dec-12
CS8271,04-Jun-13
CS8916,15-Oct-14
CS8132,16-Apr-13
CS7964,17-Apr-14
CS8472,11-Dec-12
CS8643,29-Apr-14
CS8174,12-May-12
CS7521,06-Jul-13
CS8009,15-Jun-13
CS7844,09-Mar-13
CS7482,19-Dec-11
CS8646,10-Mar-14
CS8688,21-Oct-11
CS7421,21-Sep-13
CS7820,11-Jan-14
CS7450,17-Jul-13
CS7647,28-Sep-12
CS7413,08-Oct-12
CS8179,25-Dec-12
CS8647,22-Dec-14
CS7542,24-Aug-12
CS7421,29-Feb-12
CS7998,23-Feb-15
CS7260,22-Jan-13
CS8335,10-Aug-11
CS7827,10-Apr-12
CS7359,08-Aug-13
CS8341,23-Feb-12
CS7413,09-Sep-12
CS8900,03-Feb-14
CS7140,03-Jan-12
CS8867,06-Mar-14
CS8280,31-Mar-12
CS7950,16-Mar-13
CS7635,28-Jul-13
CS7781,27-Oct-13
CS8947,10-Sep-12
CS7139,26-Sep-11
CS7420,25-Dec-14
CS7481,18-Dec-12
CS8521,24-Jun-14
CS7901,03-May-12
CS8786,16-Jun-12
